THUNumber,THUName,ClimateRegion,ReclassVegetation,VegetationType1,VegetationType2,MinAge,MaxAge,MinSlope,MaxSlope,Aspect,MinSand,MaxSand,MinSilt,MaxSilt,MinLatitude,MaxLatitude,MinElevation,MaxElevation,NumberLitterNodes,LitterThickness,LitterDryWeight,FractionGroundCoveredLitter,MaxSnowThickness,SnowNodes,InitSnowTemperature,ShawSoilType1,GiplSoilType1,MaxDepth1,Nodes1,InitTemperature1,InitWaterContent1,ShawSoilType2,GiplSoilType2,MaxDepth2,Nodes2,InitTemperature2,InitWaterContent2,ShawSoilType3,GiplSoilType3,MaxDepth3,Nodes3,InitTemperature3,InitWaterContent3,ShawSoilType4,GiplSoilType4,MaxDepth4,Nodes4,InitTemperature4,InitWaterContent4,ShawSoilType5,GiplSoilType5,MaxDepth5,Nodes5,InitTemperature5,InitWaterContent5,ShawSoilType6,GiplSoilType6,MaxDepth6,Nodes6,InitTemperature6,InitWaterContent6,BottomGiplSoilType,BottomGiplMaxDepth,BottomGiplNodes,BottomGiplInitTemperature,BottomGiplWaterContent
52,OldConifer_3_high_North,3,BlackSpruce,OldConifer,,41,350,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,deadMoss,0.2,4,-1.5,0.6,Mineral2,mineralSoil,0.5,6,-1.5,0.4,Mineral3,mineralSoil,1,10,-1.5,0.19,Mineral3,mineralSoil,3,2,-1.5,0.19,Mineral3,mineralSoil,6,2,-1.5,0.19,,,,,,,mineralSoil,75,36,-1.5,0.08
53,YoungHardwood_4_high_North,4,BirchAspen,YoungHardwood,,0,40,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,mineralSoil,0.1,2,0.1,0.26,Mineral2,mineralSoil,0.4,6,0.1,0.3,Mineral3,mineralSoil,1,6,0.1,0.37,Mineral3,mineralSoil,3,2,0.1,0.37,Mineral3,mineralSoil,6,2,-0.1,0.37,,,,,,,mineralSoil,75,36,-0.3,0.08
54,OldHardwood_4_high_North,4,BirchAspen,OldHardwood,,41,350,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Mineral1,mineralSoil,0.1,2,0.1,0.48,Mineral2,mineralSoil,0.4,6,0.1,0.46,Mineral3,mineralSoil,1,6,0.1,0.26,Mineral3,mineralSoil,3,2,0.1,0.26,Mineral3,mineralSoil,6,2,0.1,0.26,,,,,,,mineralSoil,75,36,-0.2,0.08
55,YoungConifer_4_high_North,4,BlackSpruce,YoungConifer,,0,40,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,liveMoss,0.2,4,-0.3,0.6,Mineral2,deadMoss,0.5,6,-0.3,0.4,Mineral3,mineralSoil,1,10,-0.3,0.19,Mineral3,mineralSoil,3,2,-0.3,0.19,Mineral3,mineralSoil,6,2,-0.1,0.19,,,,,,,mineralSoil,75,36,-0.1,0.08
56,OldConifer_4_high_North,4,BlackSpruce,OldConifer,,41,350,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,deadMoss,0.2,4,-1.5,0.6,Mineral2,mineralSoil,0.5,6,-1.5,0.4,Mineral3,mineralSoil,1,10,-1.5,0.19,Mineral3,mineralSoil,3,2,-1.5,0.19,Mineral3,mineralSoil,6,2,-1.5,0.19,,,,,,,mineralSoil,75,36,-1.5,0.08
57,YoungHardwood_5_high_North,5,BirchAspen,YoungHardwood,,0,40,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,mineralSoil,0.1,2,0.1,0.26,Mineral2,mineralSoil,0.4,6,0.1,0.3,Mineral3,mineralSoil,1,6,0.1,0.37,Mineral3,mineralSoil,3,2,0.1,0.37,Mineral3,mineralSoil,6,2,-0.1,0.37,,,,,,,mineralSoil,75,36,-0.3,0.08
58,OldHardwood_5_high_North,5,BirchAspen,OldHardwood,,41,350,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Mineral1,mineralSoil,0.1,2,0.1,0.48,Mineral2,mineralSoil,0.4,6,0.1,0.46,Mineral3,mineralSoil,1,6,0.1,0.26,Mineral3,mineralSoil,3,2,0.1,0.26,Mineral3,mineralSoil,6,2,0.1,0.26,,,,,,,mineralSoil,75,36,-0.2,0.08
59,YoungConifer_5_high_North,5,BlackSpruce,YoungConifer,,0,40,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,liveMoss,0.2,4,-0.3,0.6,Mineral2,deadMoss,0.5,6,-0.3,0.4,Mineral3,mineralSoil,1,10,-0.3,0.19,Mineral3,mineralSoil,3,2,-0.3,0.19,Mineral3,mineralSoil,6,2,-0.1,0.19,,,,,,,mineralSoil,75,36,-0.1,0.08
60,OldConifer_5_high_North,5,BlackSpruce,OldConifer,,41,350,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,deadMoss,0.2,4,-1.5,0.6,Mineral2,mineralSoil,0.5,6,-1.5,0.4,Mineral3,mineralSoil,1,10,-1.5,0.19,Mineral3,mineralSoil,3,2,-1.5,0.19,Mineral3,mineralSoil,6,2,-1.5,0.19,,,,,,,mineralSoil,75,36,-1.5,0.08
61,YoungHardwood_6_high_North,6,BirchAspen,YoungHardwood,,0,40,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,mineralSoil,0.1,2,0.1,0.26,Mineral2,mineralSoil,0.4,6,0.1,0.3,Mineral3,mineralSoil,1,6,0.1,0.37,Mineral3,mineralSoil,3,2,0.1,0.37,Mineral3,mineralSoil,6,2,-0.1,0.37,,,,,,,mineralSoil,75,36,-0.3,0.08
62,OldHardwood_6_high_North,6,BirchAspen,OldHardwood,,41,350,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Mineral1,mineralSoil,0.1,2,0.1,0.48,Mineral2,mineralSoil,0.4,6,0.1,0.46,Mineral3,mineralSoil,1,6,0.1,0.26,Mineral3,mineralSoil,3,2,0.1,0.26,Mineral3,mineralSoil,6,2,0.1,0.26,,,,,,,mineralSoil,75,36,-0.2,0.08
63,YoungConifer_6_high_North,6,BlackSpruce,YoungConifer,,0,40,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,liveMoss,0.2,4,-0.3,0.6,Mineral2,deadMoss,0.5,6,-0.3,0.4,Mineral3,mineralSoil,1,10,-0.3,0.19,Mineral3,mineralSoil,3,2,-0.3,0.19,Mineral3,mineralSoil,6,2,-0.1,0.19,,,,,,,mineralSoil,75,36,-0.1,0.08
64,OldConifer_6_high_North,6,BlackSpruce,OldConifer,,41,350,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,deadMoss,0.2,4,-1.5,0.6,Mineral2,mineralSoil,0.5,6,-1.5,0.4,Mineral3,mineralSoil,1,10,-1.5,0.19,Mineral3,mineralSoil,3,2,-1.5,0.19,Mineral3,mineralSoil,6,2,-1.5,0.19,,,,,,,mineralSoil,75,36,-1.5,0.08
65,YoungHardwood_7_high_North,7,BirchAspen,YoungHardwood,,0,40,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,mineralSoil,0.1,2,0.1,0.26,Mineral2,mineralSoil,0.4,6,0.1,0.3,Mineral3,mineralSoil,1,6,0.1,0.37,Mineral3,mineralSoil,3,2,0.1,0.37,Mineral3,mineralSoil,6,2,-0.1,0.37,,,,,,,mineralSoil,75,36,-0.3,0.08
66,OldHardwood_7_high_North,7,BirchAspen,OldHardwood,,41,350,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Mineral1,mineralSoil,0.1,2,0.1,0.48,Mineral2,mineralSoil,0.4,6,0.1,0.46,Mineral3,mineralSoil,1,6,0.1,0.26,Mineral3,mineralSoil,3,2,0.1,0.26,Mineral3,mineralSoil,6,2,0.1,0.26,,,,,,,mineralSoil,75,36,-0.2,0.08
67,YoungConifer_7_high_North,7,BlackSpruce,YoungConifer,,0,40,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,liveMoss,0.2,4,-0.3,0.6,Mineral2,deadMoss,0.5,6,-0.3,0.4,Mineral3,mineralSoil,1,10,-0.3,0.19,Mineral3,mineralSoil,3,2,-0.3,0.19,Mineral3,mineralSoil,6,2,-0.1,0.19,,,,,,,mineralSoil,75,36,-0.1,0.08
68,OldConifer_7_high_North,7,BlackSpruce,OldConifer,,41,350,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,deadMoss,0.2,4,-1.5,0.6,Mineral2,mineralSoil,0.5,6,-1.5,0.4,Mineral3,mineralSoil,1,10,-1.5,0.19,Mineral3,mineralSoil,3,2,-1.5,0.19,Mineral3,mineralSoil,6,2,-1.5,0.19,,,,,,,mineralSoil,75,36,-1.5,0.08
69,YoungHardwood_8_high_North,8,BirchAspen,YoungHardwood,,0,40,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,mineralSoil,0.1,2,0.1,0.26,Mineral2,mineralSoil,0.4,6,0.1,0.3,Mineral3,mineralSoil,1,6,0.1,0.37,Mineral3,mineralSoil,3,2,0.1,0.37,Mineral3,mineralSoil,6,2,-0.1,0.37,,,,,,,mineralSoil,75,36,-0.3,0.08
70,OldHardwood_8_high_North,8,BirchAspen,OldHardwood,,41,350,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Mineral1,mineralSoil,0.1,2,0.1,0.48,Mineral2,mineralSoil,0.4,6,0.1,0.46,Mineral3,mineralSoil,1,6,0.1,0.26,Mineral3,mineralSoil,3,2,0.1,0.26,Mineral3,mineralSoil,6,2,0.1,0.26,,,,,,,mineralSoil,75,36,-0.2,0.08
71,YoungConifer_8_high_North,8,BlackSpruce,YoungConifer,,0,40,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,liveMoss,0.2,4,-0.3,0.6,Mineral2,deadMoss,0.5,6,-0.3,0.4,Mineral3,mineralSoil,1,10,-0.3,0.19,Mineral3,mineralSoil,3,2,-0.3,0.19,Mineral3,mineralSoil,6,2,-0.1,0.19,,,,,,,mineralSoil,75,36,-0.1,0.08
72,OldConifer_8_high_North,8,BlackSpruce,OldConifer,,41,350,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,deadMoss,0.2,4,-1.5,0.6,Mineral2,mineralSoil,0.5,6,-1.5,0.4,Mineral3,mineralSoil,1,10,-1.5,0.19,Mineral3,mineralSoil,3,2,-1.5,0.19,Mineral3,mineralSoil,6,2,-1.5,0.19,,,,,,,mineralSoil,75,36,-1.5,0.08
73,YoungHardwood_9_high_North,9,BirchAspen,YoungHardwood,,0,40,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,mineralSoil,0.1,2,0.1,0.26,Mineral2,mineralSoil,0.4,6,0.1,0.3,Mineral3,mineralSoil,1,6,0.1,0.37,Mineral3,mineralSoil,3,2,0.1,0.37,Mineral3,mineralSoil,6,2,-0.1,0.37,,,,,,,mineralSoil,75,36,-0.3,0.08
74,OldHardwood_9_high_North,9,BirchAspen,OldHardwood,,41,350,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Mineral1,mineralSoil,0.1,2,0.1,0.48,Mineral2,mineralSoil,0.4,6,0.1,0.46,Mineral3,mineralSoil,1,6,0.1,0.26,Mineral3,mineralSoil,3,2,0.1,0.26,Mineral3,mineralSoil,6,2,0.1,0.26,,,,,,,mineralSoil,75,36,-0.2,0.08
75,YoungConifer_9_high_North,9,BlackSpruce,YoungConifer,,0,40,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,liveMoss,0.2,4,-0.3,0.6,Mineral2,deadMoss,0.5,6,-0.3,0.4,Mineral3,mineralSoil,1,10,-0.3,0.19,Mineral3,mineralSoil,3,2,-0.3,0.19,Mineral3,mineralSoil,6,2,-0.1,0.19,,,,,,,mineralSoil,75,36,-0.1,0.08
76,OldConifer_9_high_North,9,BlackSpruce,OldConifer,,41,350,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,deadMoss,0.2,4,-1.5,0.6,Mineral2,mineralSoil,0.5,6,-1.5,0.4,Mineral3,mineralSoil,1,10,-1.5,0.19,Mineral3,mineralSoil,3,2,-1.5,0.19,Mineral3,mineralSoil,6,2,-1.5,0.19,,,,,,,mineralSoil,75,36,-1.5,0.08
77,YoungHardwood_10_high_North,10,BirchAspen,YoungHardwood,,0,40,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,mineralSoil,0.1,2,0.1,0.26,Mineral2,mineralSoil,0.4,6,0.1,0.3,Mineral3,mineralSoil,1,6,0.1,0.37,Mineral3,mineralSoil,3,2,0.1,0.37,Mineral3,mineralSoil,6,2,-0.1,0.37,,,,,,,mineralSoil,75,36,-0.3,0.08
78,OldHardwood_10_high_North,10,BirchAspen,OldHardwood,,41,350,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Mineral1,mineralSoil,0.1,2,0.1,0.48,Mineral2,mineralSoil,0.4,6,0.1,0.46,Mineral3,mineralSoil,1,6,0.1,0.26,Mineral3,mineralSoil,3,2,0.1,0.26,Mineral3,mineralSoil,6,2,0.1,0.26,,,,,,,mineralSoil,75,36,-0.2,0.08
79,YoungConifer_10_high_North,10,BlackSpruce,YoungConifer,,0,40,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,liveMoss,0.2,4,-0.3,0.6,Mineral2,deadMoss,0.5,6,-0.3,0.4,Mineral3,mineralSoil,1,10,-0.3,0.19,Mineral3,mineralSoil,3,2,-0.3,0.19,Mineral3,mineralSoil,6,2,-0.1,0.19,,,,,,,mineralSoil,75,36,-0.1,0.08
80,OldConifer_10_high_North,10,BlackSpruce,OldConifer,,41,350,11,33,North,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,deadMoss,0.2,4,-1.5,0.6,Mineral2,mineralSoil,0.5,6,-1.5,0.4,Mineral3,mineralSoil,1,10,-1.5,0.19,Mineral3,mineralSoil,3,2,-1.5,0.19,Mineral3,mineralSoil,6,2,-1.5,0.19,,,,,,,mineralSoil,75,36,-1.5,0.08
81,YoungHardwood_1_high_South,1,BirchAspen,YoungHardwood,,0,40,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,mineralSoil,0.1,2,0.5,0.26,Mineral2,mineralSoil,0.4,6,0.5,0.3,Mineral3,mineralSoil,1,6,0.5,0.37,Mineral3,mineralSoil,3,2,0.5,0.37,Mineral3,mineralSoil,6,2,-0.1,0.37,,,,,,,mineralSoil,75,36,-0.1,0.08
82,OldHardwood_1_high_South,1,BirchAspen,OldHardwood,,41,350,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Mineral1,mineralSoil,0.1,2,0.5,0.48,Mineral2,mineralSoil,0.4,6,0.5,0.46,Mineral3,mineralSoil,1,6,0.5,0.26,Mineral3,mineralSoil,3,2,0.5,0.26,Mineral3,mineralSoil,6,2,0.5,0.26,,,,,,,mineralSoil,75,36,0.5,0.08
83,YoungConifer_1_high_South,1,BlackSpruce,YoungConifer,,0,40,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,liveMoss,0.2,4,-0.2,0.6,Mineral2,deadMoss,0.5,6,-0.2,0.4,Mineral3,mineralSoil,1,10,-0.2,0.19,Mineral3,mineralSoil,3,2,-0.2,0.19,Mineral3,mineralSoil,6,2,0.1,0.19,,,,,,,mineralSoil,75,36,-0.1,0.08
84,OldConifer_1_high_South,1,BlackSpruce,OldConifer,,41,350,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,deadMoss,0.2,4,-0.75,0.6,Mineral2,mineralSoil,0.5,6,-0.75,0.4,Mineral3,mineralSoil,1,10,-0.75,0.19,Mineral3,mineralSoil,3,2,-0.75,0.19,Mineral3,mineralSoil,6,2,-0.75,0.19,,,,,,,mineralSoil,75,36,-0.75,0.08
85,YoungHardwood_2_high_South,2,BirchAspen,YoungHardwood,,0,40,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,mineralSoil,0.1,2,0.5,0.26,Mineral2,mineralSoil,0.4,6,0.5,0.3,Mineral3,mineralSoil,1,6,0.5,0.37,Mineral3,mineralSoil,3,2,0.5,0.37,Mineral3,mineralSoil,6,2,-0.1,0.37,,,,,,,mineralSoil,75,36,-0.1,0.08
86,OldHardwood_2_high_South,2,BirchAspen,OldHardwood,,41,350,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Mineral1,mineralSoil,0.1,2,0.5,0.48,Mineral2,mineralSoil,0.4,6,0.5,0.46,Mineral3,mineralSoil,1,6,0.5,0.26,Mineral3,mineralSoil,3,2,0.5,0.26,Mineral3,mineralSoil,6,2,0.5,0.26,,,,,,,mineralSoil,75,36,0.5,0.08
87,YoungConifer_2_high_South,2,BlackSpruce,YoungConifer,,0,40,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,liveMoss,0.2,4,-0.2,0.6,Mineral2,deadMoss,0.5,6,-0.2,0.4,Mineral3,mineralSoil,1,10,-0.2,0.19,Mineral3,mineralSoil,3,2,-0.2,0.19,Mineral3,mineralSoil,6,2,0.1,0.19,,,,,,,mineralSoil,75,36,-0.1,0.08
88,OldConifer_2_high_South,2,BlackSpruce,OldConifer,,41,350,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,deadMoss,0.2,4,-0.75,0.6,Mineral2,mineralSoil,0.5,6,-0.75,0.4,Mineral3,mineralSoil,1,10,-0.75,0.19,Mineral3,mineralSoil,3,2,-0.75,0.19,Mineral3,mineralSoil,6,2,-0.75,0.19,,,,,,,mineralSoil,75,36,-0.75,0.08
89,YoungHardwood_3_high_South,3,BirchAspen,YoungHardwood,,0,40,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,mineralSoil,0.1,2,0.5,0.26,Mineral2,mineralSoil,0.4,6,0.5,0.3,Mineral3,mineralSoil,1,6,0.5,0.37,Mineral3,mineralSoil,3,2,0.5,0.37,Mineral3,mineralSoil,6,2,-0.1,0.37,,,,,,,mineralSoil,75,36,-0.1,0.08
90,OldHardwood_3_high_South,3,BirchAspen,OldHardwood,,41,350,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Mineral1,mineralSoil,0.1,2,0.5,0.48,Mineral2,mineralSoil,0.4,6,0.5,0.46,Mineral3,mineralSoil,1,6,0.5,0.26,Mineral3,mineralSoil,3,2,0.5,0.26,Mineral3,mineralSoil,6,2,0.5,0.26,,,,,,,mineralSoil,75,36,0.5,0.08
91,YoungConifer_3_high_South,3,BlackSpruce,YoungConifer,,0,40,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,liveMoss,0.2,4,-0.2,0.6,Mineral2,deadMoss,0.5,6,-0.2,0.4,Mineral3,mineralSoil,1,10,-0.2,0.19,Mineral3,mineralSoil,3,2,-0.2,0.19,Mineral3,mineralSoil,6,2,0.1,0.19,,,,,,,mineralSoil,75,36,-0.1,0.08
92,OldConifer_3_high_South,3,BlackSpruce,OldConifer,,41,350,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,deadMoss,0.2,4,-0.75,0.6,Mineral2,mineralSoil,0.5,6,-0.75,0.4,Mineral3,mineralSoil,1,10,-0.75,0.19,Mineral3,mineralSoil,3,2,-0.75,0.19,Mineral3,mineralSoil,6,2,-0.75,0.19,,,,,,,mineralSoil,75,36,-0.75,0.08
93,YoungHardwood_4_high_South,4,BirchAspen,YoungHardwood,,0,40,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,mineralSoil,0.1,2,0.5,0.26,Mineral2,mineralSoil,0.4,6,0.5,0.3,Mineral3,mineralSoil,1,6,0.5,0.37,Mineral3,mineralSoil,3,2,0.5,0.37,Mineral3,mineralSoil,6,2,-0.1,0.37,,,,,,,mineralSoil,75,36,-0.1,0.08
94,OldHardwood_4_high_South,4,BirchAspen,OldHardwood,,41,350,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Mineral1,mineralSoil,0.1,2,0.5,0.48,Mineral2,mineralSoil,0.4,6,0.5,0.46,Mineral3,mineralSoil,1,6,0.5,0.26,Mineral3,mineralSoil,3,2,0.5,0.26,Mineral3,mineralSoil,6,2,0.5,0.26,,,,,,,mineralSoil,75,36,0.5,0.08
95,YoungConifer_4_high_South,4,BlackSpruce,YoungConifer,,0,40,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,liveMoss,0.2,4,-0.2,0.6,Mineral2,deadMoss,0.5,6,-0.2,0.4,Mineral3,mineralSoil,1,10,-0.2,0.19,Mineral3,mineralSoil,3,2,-0.2,0.19,Mineral3,mineralSoil,6,2,0.1,0.19,,,,,,,mineralSoil,75,36,-0.1,0.08
96,OldConifer_4_high_South,4,BlackSpruce,OldConifer,,41,350,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,deadMoss,0.2,4,-0.75,0.6,Mineral2,mineralSoil,0.5,6,-0.75,0.4,Mineral3,mineralSoil,1,10,-0.75,0.19,Mineral3,mineralSoil,3,2,-0.75,0.19,Mineral3,mineralSoil,6,2,-0.75,0.19,,,,,,,mineralSoil,75,36,-0.75,0.08
97,YoungHardwood_5_high_South,5,BirchAspen,YoungHardwood,,0,40,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,mineralSoil,0.1,2,0.5,0.26,Mineral2,mineralSoil,0.4,6,0.5,0.3,Mineral3,mineralSoil,1,6,0.5,0.37,Mineral3,mineralSoil,3,2,0.5,0.37,Mineral3,mineralSoil,6,2,-0.1,0.37,,,,,,,mineralSoil,75,36,-0.1,0.08
98,OldHardwood_5_high_South,5,BirchAspen,OldHardwood,,41,350,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Mineral1,mineralSoil,0.1,2,0.5,0.48,Mineral2,mineralSoil,0.4,6,0.5,0.46,Mineral3,mineralSoil,1,6,0.5,0.26,Mineral3,mineralSoil,3,2,0.5,0.26,Mineral3,mineralSoil,6,2,0.5,0.26,,,,,,,mineralSoil,75,36,0.5,0.08
99,YoungConifer_5_high_South,5,BlackSpruce,YoungConifer,,0,40,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,liveMoss,0.2,4,-0.2,0.6,Mineral2,deadMoss,0.5,6,-0.2,0.4,Mineral3,mineralSoil,1,10,-0.2,0.19,Mineral3,mineralSoil,3,2,-0.2,0.19,Mineral3,mineralSoil,6,2,0.1,0.19,,,,,,,mineralSoil,75,36,-0.1,0.08
100,OldConifer_5_high_South,5,BlackSpruce,OldConifer,,41,350,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,deadMoss,0.2,4,-0.75,0.6,Mineral2,mineralSoil,0.5,6,-0.75,0.4,Mineral3,mineralSoil,1,10,-0.75,0.19,Mineral3,mineralSoil,3,2,-0.75,0.19,Mineral3,mineralSoil,6,2,-0.75,0.19,,,,,,,mineralSoil,75,36,-0.75,0.08
101,YoungHardwood_6_high_South,6,BirchAspen,YoungHardwood,,0,40,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,mineralSoil,0.1,2,0.5,0.26,Mineral2,mineralSoil,0.4,6,0.5,0.3,Mineral3,mineralSoil,1,6,0.5,0.37,Mineral3,mineralSoil,3,2,0.5,0.37,Mineral3,mineralSoil,6,2,-0.1,0.37,,,,,,,mineralSoil,75,36,-0.1,0.08
102,OldHardwood_6_high_South,6,BirchAspen,OldHardwood,,41,350,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Mineral1,mineralSoil,0.1,2,0.5,0.48,Mineral2,mineralSoil,0.4,6,0.5,0.46,Mineral3,mineralSoil,1,6,0.5,0.26,Mineral3,mineralSoil,3,2,0.5,0.26,Mineral3,mineralSoil,6,2,0.5,0.26,,,,,,,mineralSoil,75,36,0.5,0.08
103,YoungConifer_6_high_South,6,BlackSpruce,YoungConifer,,0,40,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,liveMoss,0.2,4,-0.2,0.6,Mineral2,deadMoss,0.5,6,-0.2,0.4,Mineral3,mineralSoil,1,10,-0.2,0.19,Mineral3,mineralSoil,3,2,-0.2,0.19,Mineral3,mineralSoil,6,2,0.1,0.19,,,,,,,mineralSoil,75,36,-0.1,0.08
104,OldConifer_6_high_South,6,BlackSpruce,OldConifer,,41,350,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,deadMoss,0.2,4,-0.75,0.6,Mineral2,mineralSoil,0.5,6,-0.75,0.4,Mineral3,mineralSoil,1,10,-0.75,0.19,Mineral3,mineralSoil,3,2,-0.75,0.19,Mineral3,mineralSoil,6,2,-0.75,0.19,,,,,,,mineralSoil,75,36,-0.75,0.08
105,YoungHardwood_7_high_South,7,BirchAspen,YoungHardwood,,0,40,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,mineralSoil,0.1,2,0.5,0.26,Mineral2,mineralSoil,0.4,6,0.5,0.3,Mineral3,mineralSoil,1,6,0.5,0.37,Mineral3,mineralSoil,3,2,0.5,0.37,Mineral3,mineralSoil,6,2,-0.1,0.37,,,,,,,mineralSoil,75,36,-0.1,0.08
