THUNumber,THUName,ClimateRegion,ReclassVegetation,VegetationType1,VegetationType2,MinAge,MaxAge,MinSlope,MaxSlope,Aspect,MinSand,MaxSand,MinSilt,MaxSilt,MinLatitude,MaxLatitude,MinElevation,MaxElevation,NumberLitterNodes,LitterThickness,LitterDryWeight,FractionGroundCoveredLitter,MaxSnowThickness,SnowNodes,InitSnowTemperature,ShawSoilType1,GiplSoilType1,MaxDepth1,Nodes1,InitTemperature1,InitWaterContent1,ShawSoilType2,GiplSoilType2,MaxDepth2,Nodes2,InitTemperature2,InitWaterContent2,ShawSoilType3,GiplSoilType3,MaxDepth3,Nodes3,InitTemperature3,InitWaterContent3,ShawSoilType4,GiplSoilType4,MaxDepth4,Nodes4,InitTemperature4,InitWaterContent4,ShawSoilType5,GiplSoilType5,MaxDepth5,Nodes5,InitTemperature5,InitWaterContent5,ShawSoilType6,GiplSoilType6,MaxDepth6,Nodes6,InitTemperature6,InitWaterContent6,BottomGiplSoilType,BottomGiplMaxDepth,BottomGiplNodes,BottomGiplInitTemperature,BottomGiplWaterContent
106,OldHardwood_7_high_South,7,BirchAspen,OldHardwood,,41,350,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Mineral1,mineralSoil,0.1,2,0.5,0.48,Mineral2,mineralSoil,0.4,6,0.5,0.46,Mineral3,mineralSoil,1,6,0.5,0.26,Mineral3,mineralSoil,3,2,0.5,0.26,Mineral3,mineralSoil,6,2,0.5,0.26,,,,,,,mineralSoil,75,36,0.5,0.08
107,YoungConifer_7_high_South,7,BlackSpruce,YoungConifer,,0,40,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,liveMoss,0.2,4,-0.2,0.6,Mineral2,deadMoss,0.5,6,-0.2,0.4,Mineral3,mineralSoil,1,10,-0.2,0.19,Mineral3,mineralSoil,3,2,-0.2,0.19,Mineral3,mineralSoil,6,2,0.1,0.19,,,,,,,mineralSoil,75,36,-0.1,0.08
108,OldConifer_7_high_South,7,BlackSpruce,OldConifer,,41,350,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,deadMoss,0.2,4,-0.75,0.6,Mineral2,mineralSoil,0.5,6,-0.75,0.4,Mineral3,mineralSoil,1,10,-0.75,0.19,Mineral3,mineralSoil,3,2,-0.75,0.19,Mineral3,mineralSoil,6,2,-0.75,0.19,,,,,,,mineralSoil,75,36,-0.75,0.08
109,YoungHardwood_8_high_South,8,BirchAspen,YoungHardwood,,0,40,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,mineralSoil,0.1,2,0.5,0.26,Mineral2,mineralSoil,0.4,6,0.5,0.3,Mineral3,mineralSoil,1,6,0.5,0.37,Mineral3,mineralSoil,3,2,0.5,0.37,Mineral3,mineralSoil,6,2,-0.1,0.37,,,,,,,mineralSoil,75,36,-0.1,0.08
110,OldHardwood_8_high_South,8,BirchAspen,OldHardwood,,41,350,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Mineral1,mineralSoil,0.1,2,0.5,0.48,Mineral2,mineralSoil,0.4,6,0.5,0.46,Mineral3,mineralSoil,1,6,0.5,0.26,Mineral3,mineralSoil,3,2,0.5,0.26,Mineral3,mineralSoil,6,2,0.5,0.26,,,,,,,mineralSoil,75,36,0.5,0.08
111,YoungConifer_8_high_South,8,BlackSpruce,YoungConifer,,0,40,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,liveMoss,0.2,4,-0.2,0.6,Mineral2,deadMoss,0.5,6,-0.2,0.4,Mineral3,mineralSoil,1,10,-0.2,0.19,Mineral3,mineralSoil,3,2,-0.2,0.19,Mineral3,mineralSoil,6,2,0.1,0.19,,,,,,,mineralSoil,75,36,-0.1,0.08
112,OldConifer_8_high_South,8,BlackSpruce,OldConifer,,41,350,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,deadMoss,0.2,4,-0.75,0.6,Mineral2,mineralSoil,0.5,6,-0.75,0.4,Mineral3,mineralSoil,1,10,-0.75,0.19,Mineral3,mineralSoil,3,2,-0.75,0.19,Mineral3,mineralSoil,6,2,-0.75,0.19,,,,,,,mineralSoil,75,36,-0.75,0.08
113,YoungHardwood_9_high_South,9,BirchAspen,YoungHardwood,,0,40,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,mineralSoil,0.1,2,0.5,0.26,Mineral2,mineralSoil,0.4,6,0.5,0.3,Mineral3,mineralSoil,1,6,0.5,0.37,Mineral3,mineralSoil,3,2,0.5,0.37,Mineral3,mineralSoil,6,2,-0.1,0.37,,,,,,,mineralSoil,75,36,-0.1,0.08
114,OldHardwood_9_high_South,9,BirchAspen,OldHardwood,,41,350,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Mineral1,mineralSoil,0.1,2,0.5,0.48,Mineral2,mineralSoil,0.4,6,0.5,0.46,Mineral3,mineralSoil,1,6,0.5,0.26,Mineral3,mineralSoil,3,2,0.5,0.26,Mineral3,mineralSoil,6,2,0.5,0.26,,,,,,,mineralSoil,75,36,0.5,0.08
115,YoungConifer_9_high_South,9,BlackSpruce,YoungConifer,,0,40,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,liveMoss,0.2,4,-0.2,0.6,Mineral2,deadMoss,0.5,6,-0.2,0.4,Mineral3,mineralSoil,1,10,-0.2,0.19,Mineral3,mineralSoil,3,2,-0.2,0.19,Mineral3,mineralSoil,6,2,0.1,0.19,,,,,,,mineralSoil,75,36,-0.1,0.08
116,OldConifer_9_high_South,9,BlackSpruce,OldConifer,,41,350,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,deadMoss,0.2,4,-0.75,0.6,Mineral2,mineralSoil,0.5,6,-0.75,0.4,Mineral3,mineralSoil,1,10,-0.75,0.19,Mineral3,mineralSoil,3,2,-0.75,0.19,Mineral3,mineralSoil,6,2,-0.75,0.19,,,,,,,mineralSoil,75,36,-0.75,0.08
117,YoungHardwood_10_high_South,10,BirchAspen,YoungHardwood,,0,40,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,mineralSoil,0.1,2,0.5,0.26,Mineral2,mineralSoil,0.4,6,0.5,0.3,Mineral3,mineralSoil,1,6,0.5,0.37,Mineral3,mineralSoil,3,2,0.5,0.37,Mineral3,mineralSoil,6,2,-0.1,0.37,,,,,,,mineralSoil,75,36,-0.1,0.08
118,OldHardwood_10_high_South,10,BirchAspen,OldHardwood,,41,350,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Mineral1,mineralSoil,0.1,2,0.5,0.48,Mineral2,mineralSoil,0.4,6,0.5,0.46,Mineral3,mineralSoil,1,6,0.5,0.26,Mineral3,mineralSoil,3,2,0.5,0.26,Mineral3,mineralSoil,6,2,0.5,0.26,,,,,,,mineralSoil,75,36,0.5,0.08
119,YoungConifer_10_high_South,10,BlackSpruce,YoungConifer,,0,40,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,liveMoss,0.2,4,-0.2,0.6,Mineral2,deadMoss,0.5,6,-0.2,0.4,Mineral3,mineralSoil,1,10,-0.2,0.19,Mineral3,mineralSoil,3,2,-0.2,0.19,Mineral3,mineralSoil,6,2,0.1,0.19,,,,,,,mineralSoil,75,36,-0.1,0.08
120,OldConifer_10_high_South,10,BlackSpruce,OldConifer,,41,350,11,33,South,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,deadMoss,0.2,4,-0.75,0.6,Mineral2,mineralSoil,0.5,6,-0.75,0.4,Mineral3,mineralSoil,1,10,-0.75,0.19,Mineral3,mineralSoil,3,2,-0.75,0.19,Mineral3,mineralSoil,6,2,-0.75,0.19,,,,,,,mineralSoil,75,36,-0.75,0.08
121,YoungHardwood_1_high_Other,1,BirchAspen,YoungHardwood,,0,40,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,mineralSoil,0.1,2,0.2,0.26,Mineral2,mineralSoil,0.4,6,0.2,0.3,Mineral3,mineralSoil,1,6,0.2,0.37,Mineral3,mineralSoil,3,2,0.2,0.37,Mineral3,mineralSoil,6,2,-0.1,0.37,,,,,,,mineralSoil,75,36,-0.1,0.08
122,OldHardwood_1_high_Other,1,BirchAspen,OldHardwood,,41,350,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Mineral1,mineralSoil,0.1,2,0.2,0.48,Mineral2,mineralSoil,0.4,6,0.2,0.46,Mineral3,mineralSoil,1,6,0.2,0.26,Mineral3,mineralSoil,3,2,0.1,0.26,Mineral3,mineralSoil,6,2,0.1,0.26,,,,,,,mineralSoil,75,36,-0.1,0.08
123,YoungConifer_1_high_Other,1,BlackSpruce,YoungConifer,,0,40,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,liveMoss,0.2,4,-0.2,0.6,Mineral2,deadMoss,0.5,6,-0.2,0.4,Mineral3,mineralSoil,1,10,-0.2,0.19,Mineral3,mineralSoil,3,2,-0.2,0.19,Mineral3,mineralSoil,6,2,0.1,0.19,,,,,,,mineralSoil,75,36,-0.1,0.08
124,OldConifer_1_high_Other,1,BlackSpruce,OldConifer,,41,350,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,deadMoss,0.2,4,-1,0.6,Mineral2,mineralSoil,0.5,6,-1,0.4,Mineral3,mineralSoil,1,10,-1,0.19,Mineral3,mineralSoil,3,2,-1,0.19,Mineral3,mineralSoil,6,2,-1,0.19,,,,,,,mineralSoil,75,36,-1,0.08
125,YoungHardwood_2_high_Other,2,BirchAspen,YoungHardwood,,0,40,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,mineralSoil,0.1,2,0.2,0.26,Mineral2,mineralSoil,0.4,6,0.2,0.3,Mineral3,mineralSoil,1,6,0.2,0.37,Mineral3,mineralSoil,3,2,0.2,0.37,Mineral3,mineralSoil,6,2,-0.1,0.37,,,,,,,mineralSoil,75,36,-0.1,0.08
126,OldHardwood_2_high_Other,2,BirchAspen,OldHardwood,,41,350,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Mineral1,mineralSoil,0.1,2,0.2,0.48,Mineral2,mineralSoil,0.4,6,0.2,0.46,Mineral3,mineralSoil,1,6,0.2,0.26,Mineral3,mineralSoil,3,2,0.1,0.26,Mineral3,mineralSoil,6,2,0.1,0.26,,,,,,,mineralSoil,75,36,-0.1,0.08
127,YoungConifer_2_high_Other,2,BlackSpruce,YoungConifer,,0,40,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,liveMoss,0.2,4,-0.2,0.6,Mineral2,deadMoss,0.5,6,-0.2,0.4,Mineral3,mineralSoil,1,10,-0.2,0.19,Mineral3,mineralSoil,3,2,-0.2,0.19,Mineral3,mineralSoil,6,2,0.1,0.19,,,,,,,mineralSoil,75,36,-0.1,0.08
128,OldConifer_2_high_Other,2,BlackSpruce,OldConifer,,41,350,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,deadMoss,0.2,4,-1,0.6,Mineral2,mineralSoil,0.5,6,-1,0.4,Mineral3,mineralSoil,1,10,-1,0.19,Mineral3,mineralSoil,3,2,-1,0.19,Mineral3,mineralSoil,6,2,-1,0.19,,,,,,,mineralSoil,75,36,-1,0.08
129,YoungHardwood_3_high_Other,3,BirchAspen,YoungHardwood,,0,40,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,mineralSoil,0.1,2,0.2,0.26,Mineral2,mineralSoil,0.4,6,0.2,0.3,Mineral3,mineralSoil,1,6,0.2,0.37,Mineral3,mineralSoil,3,2,0.2,0.37,Mineral3,mineralSoil,6,2,-0.1,0.37,,,,,,,mineralSoil,75,36,-0.1,0.08
130,OldHardwood_3_high_Other,3,BirchAspen,OldHardwood,,41,350,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Mineral1,mineralSoil,0.1,2,0.2,0.48,Mineral2,mineralSoil,0.4,6,0.2,0.46,Mineral3,mineralSoil,1,6,0.2,0.26,Mineral3,mineralSoil,3,2,0.1,0.26,Mineral3,mineralSoil,6,2,0.1,0.26,,,,,,,mineralSoil,75,36,-0.1,0.08
131,YoungConifer_3_high_Other,3,BlackSpruce,YoungConifer,,0,40,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,liveMoss,0.2,4,-0.2,0.6,Mineral2,deadMoss,0.5,6,-0.2,0.4,Mineral3,mineralSoil,1,10,-0.2,0.19,Mineral3,mineralSoil,3,2,-0.2,0.19,Mineral3,mineralSoil,6,2,0.1,0.19,,,,,,,mineralSoil,75,36,-0.1,0.08
132,OldConifer_3_high_Other,3,BlackSpruce,OldConifer,,41,350,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,deadMoss,0.2,4,-1,0.6,Mineral2,mineralSoil,0.5,6,-1,0.4,Mineral3,mineralSoil,1,10,-1,0.19,Mineral3,mineralSoil,3,2,-1,0.19,Mineral3,mineralSoil,6,2,-1,0.19,,,,,,,mineralSoil,75,36,-1,0.08
133,YoungHardwood_4_high_Other,4,BirchAspen,YoungHardwood,,0,40,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,mineralSoil,0.1,2,0.2,0.26,Mineral2,mineralSoil,0.4,6,0.2,0.3,Mineral3,mineralSoil,1,6,0.2,0.37,Mineral3,mineralSoil,3,2,0.2,0.37,Mineral3,mineralSoil,6,2,-0.1,0.37,,,,,,,mineralSoil,75,36,-0.1,0.08
134,OldHardwood_4_high_Other,4,BirchAspen,OldHardwood,,41,350,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Mineral1,mineralSoil,0.1,2,0.2,0.48,Mineral2,mineralSoil,0.4,6,0.2,0.46,Mineral3,mineralSoil,1,6,0.2,0.26,Mineral3,mineralSoil,3,2,0.1,0.26,Mineral3,mineralSoil,6,2,0.1,0.26,,,,,,,mineralSoil,75,36,-0.1,0.08
135,YoungConifer_4_high_Other,4,BlackSpruce,YoungConifer,,0,40,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,liveMoss,0.2,4,-0.2,0.6,Mineral2,deadMoss,0.5,6,-0.2,0.4,Mineral3,mineralSoil,1,10,-0.2,0.19,Mineral3,mineralSoil,3,2,-0.2,0.19,Mineral3,mineralSoil,6,2,0.1,0.19,,,,,,,mineralSoil,75,36,-0.1,0.08
136,OldConifer_4_high_Other,4,BlackSpruce,OldConifer,,41,350,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,deadMoss,0.2,4,-1,0.6,Mineral2,mineralSoil,0.5,6,-1,0.4,Mineral3,mineralSoil,1,10,-1,0.19,Mineral3,mineralSoil,3,2,-1,0.19,Mineral3,mineralSoil,6,2,-1,0.19,,,,,,,mineralSoil,75,36,-1,0.08
137,YoungHardwood_5_high_Other,5,BirchAspen,YoungHardwood,,0,40,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,mineralSoil,0.1,2,0.2,0.26,Mineral2,mineralSoil,0.4,6,0.2,0.3,Mineral3,mineralSoil,1,6,0.2,0.37,Mineral3,mineralSoil,3,2,0.2,0.37,Mineral3,mineralSoil,6,2,-0.1,0.37,,,,,,,mineralSoil,75,36,-0.1,0.08
138,OldHardwood_5_high_Other,5,BirchAspen,OldHardwood,,41,350,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Mineral1,mineralSoil,0.1,2,0.2,0.48,Mineral2,mineralSoil,0.4,6,0.2,0.46,Mineral3,mineralSoil,1,6,0.2,0.26,Mineral3,mineralSoil,3,2,0.1,0.26,Mineral3,mineralSoil,6,2,0.1,0.26,,,,,,,mineralSoil,75,36,-0.1,0.08
139,YoungConifer_5_high_Other,5,BlackSpruce,YoungConifer,,0,40,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,liveMoss,0.2,4,-0.2,0.6,Mineral2,deadMoss,0.5,6,-0.2,0.4,Mineral3,mineralSoil,1,10,-0.2,0.19,Mineral3,mineralSoil,3,2,-0.2,0.19,Mineral3,mineralSoil,6,2,0.1,0.19,,,,,,,mineralSoil,75,36,-0.1,0.08
140,OldConifer_5_high_Other,5,BlackSpruce,OldConifer,,41,350,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,deadMoss,0.2,4,-1,0.6,Mineral2,mineralSoil,0.5,6,-1,0.4,Mineral3,mineralSoil,1,10,-1,0.19,Mineral3,mineralSoil,3,2,-1,0.19,Mineral3,mineralSoil,6,2,-1,0.19,,,,,,,mineralSoil,75,36,-1,0.08
141,YoungHardwood_6_high_Other,6,BirchAspen,YoungHardwood,,0,40,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,mineralSoil,0.1,2,0.2,0.26,Mineral2,mineralSoil,0.4,6,0.2,0.3,Mineral3,mineralSoil,1,6,0.2,0.37,Mineral3,mineralSoil,3,2,0.2,0.37,Mineral3,mineralSoil,6,2,-0.1,0.37,,,,,,,mineralSoil,75,36,-0.1,0.08
142,OldHardwood_6_high_Other,6,BirchAspen,OldHardwood,,41,350,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Mineral1,mineralSoil,0.1,2,0.2,0.48,Mineral2,mineralSoil,0.4,6,0.2,0.46,Mineral3,mineralSoil,1,6,0.2,0.26,Mineral3,mineralSoil,3,2,0.1,0.26,Mineral3,mineralSoil,6,2,0.1,0.26,,,,,,,mineralSoil,75,36,-0.1,0.08
143,YoungConifer_6_high_Other,6,BlackSpruce,YoungConifer,,0,40,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,liveMoss,0.2,4,-0.2,0.6,Mineral2,deadMoss,0.5,6,-0.2,0.4,Mineral3,mineralSoil,1,10,-0.2,0.19,Mineral3,mineralSoil,3,2,-0.2,0.19,Mineral3,mineralSoil,6,2,0.1,0.19,,,,,,,mineralSoil,75,36,-0.1,0.08
144,OldConifer_6_high_Other,6,BlackSpruce,OldConifer,,41,350,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,deadMoss,0.2,4,-1,0.6,Mineral2,mineralSoil,0.5,6,-1,0.4,Mineral3,mineralSoil,1,10,-1,0.19,Mineral3,mineralSoil,3,2,-1,0.19,Mineral3,mineralSoil,6,2,-1,0.19,,,,,,,mineralSoil,75,36,-1,0.08
145,YoungHardwood_7_high_Other,7,BirchAspen,YoungHardwood,,0,40,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,mineralSoil,0.1,2,0.2,0.26,Mineral2,mineralSoil,0.4,6,0.2,0.3,Mineral3,mineralSoil,1,6,0.2,0.37,Mineral3,mineralSoil,3,2,0.2,0.37,Mineral3,mineralSoil,6,2,-0.1,0.37,,,,,,,mineralSoil,75,36,-0.1,0.08
146,OldHardwood_7_high_Other,7,BirchAspen,OldHardwood,,41,350,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Mineral1,mineralSoil,0.1,2,0.2,0.48,Mineral2,mineralSoil,0.4,6,0.2,0.46,Mineral3,mineralSoil,1,6,0.2,0.26,Mineral3,mineralSoil,3,2,0.1,0.26,Mineral3,mineralSoil,6,2,0.1,0.26,,,,,,,mineralSoil,75,36,-0.1,0.08
147,YoungConifer_7_high_Other,7,BlackSpruce,YoungConifer,,0,40,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,liveMoss,0.2,4,-0.2,0.6,Mineral2,deadMoss,0.5,6,-0.2,0.4,Mineral3,mineralSoil,1,10,-0.2,0.19,Mineral3,mineralSoil,3,2,-0.2,0.19,Mineral3,mineralSoil,6,2,0.1,0.19,,,,,,,mineralSoil,75,36,-0.1,0.08
148,OldConifer_7_high_Other,7,BlackSpruce,OldConifer,,41,350,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,deadMoss,0.2,4,-1,0.6,Mineral2,mineralSoil,0.5,6,-1,0.4,Mineral3,mineralSoil,1,10,-1,0.19,Mineral3,mineralSoil,3,2,-1,0.19,Mineral3,mineralSoil,6,2,-1,0.19,,,,,,,mineralSoil,75,36,-1,0.08
149,YoungHardwood_8_high_Other,8,BirchAspen,YoungHardwood,,0,40,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,mineralSoil,0.1,2,0.2,0.26,Mineral2,mineralSoil,0.4,6,0.2,0.3,Mineral3,mineralSoil,1,6,0.2,0.37,Mineral3,mineralSoil,3,2,0.2,0.37,Mineral3,mineralSoil,6,2,-0.1,0.37,,,,,,,mineralSoil,75,36,-0.1,0.08
150,OldHardwood_8_high_Other,8,BirchAspen,OldHardwood,,41,350,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Mineral1,mineralSoil,0.1,2,0.2,0.48,Mineral2,mineralSoil,0.4,6,0.2,0.46,Mineral3,mineralSoil,1,6,0.2,0.26,Mineral3,mineralSoil,3,2,0.1,0.26,Mineral3,mineralSoil,6,2,0.1,0.26,,,,,,,mineralSoil,75,36,-0.1,0.08
151,YoungConifer_8_high_Other,8,BlackSpruce,YoungConifer,,0,40,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,liveMoss,0.2,4,-0.2,0.6,Mineral2,deadMoss,0.5,6,-0.2,0.4,Mineral3,mineralSoil,1,10,-0.2,0.19,Mineral3,mineralSoil,3,2,-0.2,0.19,Mineral3,mineralSoil,6,2,0.1,0.19,,,,,,,mineralSoil,75,36,-0.1,0.08
152,OldConifer_8_high_Other,8,BlackSpruce,OldConifer,,41,350,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,deadMoss,0.2,4,-1,0.6,Mineral2,mineralSoil,0.5,6,-1,0.4,Mineral3,mineralSoil,1,10,-1,0.19,Mineral3,mineralSoil,3,2,-1,0.19,Mineral3,mineralSoil,6,2,-1,0.19,,,,,,,mineralSoil,75,36,-1,0.08
153,YoungHardwood_9_high_Other,9,BirchAspen,YoungHardwood,,0,40,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,mineralSoil,0.1,2,0.2,0.26,Mineral2,mineralSoil,0.4,6,0.2,0.3,Mineral3,mineralSoil,1,6,0.2,0.37,Mineral3,mineralSoil,3,2,0.2,0.37,Mineral3,mineralSoil,6,2,-0.1,0.37,,,,,,,mineralSoil,75,36,-0.1,0.08
154,OldHardwood_9_high_Other,9,BirchAspen,OldHardwood,,41,350,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Mineral1,mineralSoil,0.1,2,0.2,0.48,Mineral2,mineralSoil,0.4,6,0.2,0.46,Mineral3,mineralSoil,1,6,0.2,0.26,Mineral3,mineralSoil,3,2,0.1,0.26,Mineral3,mineralSoil,6,2,0.1,0.26,,,,,,,mineralSoil,75,36,-0.1,0.08
155,YoungConifer_9_high_Other,9,BlackSpruce,YoungConifer,,0,40,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,liveMoss,0.2,4,-0.2,0.6,Mineral2,deadMoss,0.5,6,-0.2,0.4,Mineral3,mineralSoil,1,10,-0.2,0.19,Mineral3,mineralSoil,3,2,-0.2,0.19,Mineral3,mineralSoil,6,2,0.1,0.19,,,,,,,mineralSoil,75,36,-0.1,0.08
156,OldConifer_9_high_Other,9,BlackSpruce,OldConifer,,41,350,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,deadMoss,0.2,4,-1,0.6,Mineral2,mineralSoil,0.5,6,-1,0.4,Mineral3,mineralSoil,1,10,-1,0.19,Mineral3,mineralSoil,3,2,-1,0.19,Mineral3,mineralSoil,6,2,-1,0.19,,,,,,,mineralSoil,75,36,-1,0.08
157,YoungHardwood_10_high_Other,10,BirchAspen,YoungHardwood,,0,40,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,mineralSoil,0.1,2,0.2,0.26,Mineral2,mineralSoil,0.4,6,0.2,0.3,Mineral3,mineralSoil,1,6,0.2,0.37,Mineral3,mineralSoil,3,2,0.2,0.37,Mineral3,mineralSoil,6,2,-0.1,0.37,,,,,,,mineralSoil,75,36,-0.1,0.08
158,OldHardwood_10_high_Other,10,BirchAspen,OldHardwood,,41,350,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Mineral1,mineralSoil,0.1,2,0.2,0.48,Mineral2,mineralSoil,0.4,6,0.2,0.46,Mineral3,mineralSoil,1,6,0.2,0.26,Mineral3,mineralSoil,3,2,0.1,0.26,Mineral3,mineralSoil,6,2,0.1,0.26,,,,,,,mineralSoil,75,36,-0.1,0.08
159,YoungConifer_10_high_Other,10,BlackSpruce,YoungConifer,,0,40,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,liveMoss,0.2,4,-0.2,0.6,Mineral2,deadMoss,0.5,6,-0.2,0.4,Mineral3,mineralSoil,1,10,-0.2,0.19,Mineral3,mineralSoil,3,2,-0.2,0.19,Mineral3,mineralSoil,6,2,0.1,0.19,,,,,,,mineralSoil,75,36,-0.1,0.08
160,OldConifer_10_high_Other,10,BlackSpruce,OldConifer,,41,350,11,33,Other,0,100,0,100,55,75,0,704,5,5,6000,0.9,0.6,60,3,Organic,deadMoss,0.2,4,-1,0.6,Mineral2,mineralSoil,0.5,6,-1,0.4,Mineral3,mineralSoil,1,10,-1,0.19,Mineral3,mineralSoil,3,2,-1,0.19,Mineral3,mineralSoil,6,2,-1,0.19,,,,,,,mineralSoil,75,36,-1,0.08
,,Ranges:,,,,"[0.0, inf)","[0.0, inf)","[0.0, 90.0]",33,"North,South,Other,All","[0.0, 100.0]","[0.0, 100.0]","[0.0, 100.0]","[0.0, 100.0]","[-90.0, 90.0]","[-90.0, 90.0]","[0.0, inf)","[0.0, inf)","[0, inf)","[0.0, inf)","[0.0, inf)","[0.0, 1.0]","[0.0, inf)","[0, inf)","[Abs.Zero, inf)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
